Number,A parts,B parts,C parts,M parts,New SMILES
738,A7,B5,C2,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
739,A8,B5,C2,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
740,A9,B5,C2,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
741,A6,B5,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
742,A7,B5,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
743,A8,B5,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
744,A9,B5,C2,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
745,A6,B5,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
746,A7,B5,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
747,A8,B5,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
748,A9,B5,C2,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
749,A6,B5,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
750,A7,B5,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
751,A8,B5,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
752,A9,B5,C2,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
753,A6,B5,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
754,A7,B5,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
755,A8,B5,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
756,A9,B5,C2,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
757,A6,B5,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
758,A7,B5,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
759,A8,B5,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
760,A9,B5,C2,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
761,A6,B5,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
762,A7,B5,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
763,A8,B5,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
764,A9,B5,C2,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
765,A6,B5,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
766,A7,B5,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
767,A8,B5,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
768,A9,B5,C2,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
769,A6,B5,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
770,A7,B5,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
771,A8,B5,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
772,A9,B5,C2,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
773,A6,B5,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
774,A7,B5,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
775,A8,B5,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
776,A9,B5,C5,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
777,A6,B5,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
778,A7,B5,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
779,A8,B5,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
780,A9,B5,C5,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
781,A6,B5,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
782,A7,B5,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
783,A8,B5,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
784,A9,B5,C5,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
785,A6,B5,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
786,A7,B5,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
787,A8,B5,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
788,A9,B5,C5,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
789,A6,B5,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
790,A7,B5,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
791,A8,B5,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
792,A9,B5,C5,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
793,A6,B5,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
794,A7,B5,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
795,A8,B5,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
796,A9,B5,C5,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
797,A6,B5,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
798,A7,B5,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
799,A8,B5,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
800,A9,B5,C5,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
801,A6,B5,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
802,A7,B5,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
803,A8,B5,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
804,A9,B5,C5,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
805,A6,B5,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
806,A7,B5,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
807,A8,B5,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
808,A9,B5,C5,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)CC3(C(=C)C)O5
809,A6,B5,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
810,A7,B5,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
811,A8,B5,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
812,A9,B5,C6,M1,*OCC1(O)C(O)C2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
813,A6,B5,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
814,A7,B5,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
815,A8,B5,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
816,A9,B5,C6,M2,*OCC1(O)C(O)C2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
817,A6,B5,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
818,A7,B5,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
819,A8,B5,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
820,A9,B5,C6,M3,*OCC1(O)C(O)C2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
821,A6,B5,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
822,A7,B5,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
823,A8,B5,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
824,A9,B5,C6,M4,*OCC1(O)C(O)C2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
825,A6,B5,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
826,A7,B5,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
827,A8,B5,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
828,A9,B5,C6,M5,*OCC1(O)C(O)C2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
829,A6,B5,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
830,A7,B5,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
831,A8,B5,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
832,A9,B5,C6,M6,*OCC1(O)C(O)C2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
833,A6,B5,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
834,A7,B5,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
835,A8,B5,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
836,A9,B5,C6,M7,*OCC1(O)C(O)C2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
837,A6,B5,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
838,A7,B5,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
839,A8,B5,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
840,A9,B5,C6,M8,*OCC1(O)C(O)C2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
841,A6,B5,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
842,A7,B5,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
843,A8,B5,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
844,A9,B5,C6,M9,*OCC1(O)C(O)C2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
845,A6,B6,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
846,A7,B6,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
847,A8,B6,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
848,A9,B6,C1,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
849,A6,B6,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
850,A7,B6,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
851,A8,B6,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
852,A9,B6,C1,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
853,A6,B6,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
854,A7,B6,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
855,A8,B6,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
856,A9,B6,C1,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
857,A6,B6,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
858,A7,B6,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
859,A8,B6,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
860,A9,B6,C1,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
861,A6,B6,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
862,A7,B6,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
863,A8,B6,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
864,A9,B6,C1,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
865,A6,B6,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
866,A7,B6,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
867,A8,B6,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
868,A9,B6,C1,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
869,A6,B6,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
870,A7,B6,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
871,A8,B6,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
872,A9,B6,C1,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
873,A6,B6,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
874,A7,B6,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
875,A8,B6,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
876,A9,B6,C1,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
877,A6,B6,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
878,A7,B6,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
879,A8,B6,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1)C6C2(O4)C(C)CC3(C(=C)C)O5
