Number,A parts,B parts,C parts,M parts,New SMILES
448,A9,B3,C1,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)CC3(C(=C)C)O5
449,A6,B3,C2,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
450,A7,B3,C2,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
451,A8,B3,C2,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
452,A9,B3,C2,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
453,A6,B3,C2,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
454,A7,B3,C2,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
455,A8,B3,C2,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
456,A9,B3,C2,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
457,A6,B3,C2,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
458,A7,B3,C2,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
459,A8,B3,C2,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
460,A9,B3,C2,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
461,A6,B3,C2,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
462,A7,B3,C2,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
463,A8,B3,C2,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
464,A9,B3,C2,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
465,A6,B3,C2,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
466,A7,B3,C2,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
467,A8,B3,C2,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
468,A9,B3,C2,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
469,A6,B3,C2,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
470,A7,B3,C2,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
471,A8,B3,C2,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
472,A9,B3,C2,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
473,A6,B3,C2,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
474,A7,B3,C2,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
475,A8,B3,C2,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
476,A9,B3,C2,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
477,A6,B3,C2,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
478,A7,B3,C2,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
479,A8,B3,C2,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
480,A9,B3,C2,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
481,A6,B3,C2,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
482,A7,B3,C2,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
483,A8,B3,C2,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
484,A9,B3,C2,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(C)C(O*)C3(C(=C)C)O5
485,A6,B3,C5,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
486,A7,B3,C5,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
487,A8,B3,C5,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
488,A9,B3,C5,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
489,A6,B3,C5,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
490,A7,B3,C5,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
491,A8,B3,C5,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
492,A9,B3,C5,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
493,A6,B3,C5,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
494,A7,B3,C5,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
495,A8,B3,C5,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
496,A9,B3,C5,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
497,A6,B3,C5,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
498,A7,B3,C5,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
499,A8,B3,C5,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
500,A9,B3,C5,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
501,A6,B3,C5,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
502,A7,B3,C5,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
503,A8,B3,C5,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
504,A9,B3,C5,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
505,A6,B3,C5,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
506,A7,B3,C5,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
507,A8,B3,C5,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
508,A9,B3,C5,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
509,A6,B3,C5,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
510,A7,B3,C5,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
511,A8,B3,C5,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
512,A9,B3,C5,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
513,A6,B3,C5,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
514,A7,B3,C5,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
515,A8,B3,C5,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
516,A9,B3,C5,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
517,A6,B3,C5,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
518,A7,B3,C5,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
519,A8,B3,C5,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
520,A9,B3,C5,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)CC3(C(=C)C)O5
521,A6,B3,C6,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
522,A7,B3,C6,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
523,A8,B3,C6,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
524,A9,B3,C6,M1,*OCC1=CC2C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
525,A6,B3,C6,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
526,A7,B3,C6,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
527,A8,B3,C6,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
528,A9,B3,C6,M2,*OCC1=CC2C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
529,A6,B3,C6,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
530,A7,B3,C6,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
531,A8,B3,C6,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
532,A9,B3,C6,M3,*OCC1=CC2C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
533,A6,B3,C6,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
534,A7,B3,C6,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
535,A8,B3,C6,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
536,A9,B3,C6,M4,*OCC1=CC2C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
537,A6,B3,C6,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
538,A7,B3,C6,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
539,A8,B3,C6,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
540,A9,B3,C6,M5,*OCC1=CC2C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
541,A6,B3,C6,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
542,A7,B3,C6,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
543,A8,B3,C6,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
544,A9,B3,C6,M6,*OCC1=CC2C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
545,A6,B3,C6,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
546,A7,B3,C6,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
547,A8,B3,C6,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
548,A9,B3,C6,M7,*OCC1=CC2C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
549,A6,B3,C6,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
550,A7,B3,C6,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
551,A8,B3,C6,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
552,A9,B3,C6,M8,*OCC1=CC2C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
553,A6,B3,C6,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
554,A7,B3,C6,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
555,A8,B3,C6,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
556,A9,B3,C6,M9,*OCC1=CC2C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C1O)C6C2(O4)C(CO*)C(O*)C3(C(=C)C)O5
557,A6,B4,C1,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
558,A7,B4,C1,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
559,A8,B4,C1,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
560,A9,B4,C1,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
561,A6,B4,C1,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
562,A7,B4,C1,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
563,A8,B4,C1,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
564,A9,B4,C1,M2,*OCC12OC1C1C3OC45CCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
565,A6,B4,C1,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
566,A7,B4,C1,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
567,A8,B4,C1,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
568,A9,B4,C1,M3,*OCC12OC1C1C3OC45C(O)CCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
569,A6,B4,C1,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
570,A7,B4,C1,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
571,A8,B4,C1,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
572,A9,B4,C1,M4,*OCC12OC1C1C3OC45C(O)CCCCC(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
573,A6,B4,C1,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
574,A7,B4,C1,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
575,A8,B4,C1,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
576,A9,B4,C1,M5,*OCC12OC1C1C3OC45C(O)CCCC(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
577,A6,B4,C1,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
578,A7,B4,C1,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
579,A8,B4,C1,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
580,A9,B4,C1,M6,*OCC12OC1C1C3OC45C(O)CCC(O*)C(O*)C(O*)CC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
581,A6,B4,C1,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
582,A7,B4,C1,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
583,A8,B4,C1,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
584,A9,B4,C1,M7,*OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
585,A6,B4,C1,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
586,A7,B4,C1,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
587,A8,B4,C1,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
588,A9,B4,C1,M8,*OCC12OC1C1C3OC45C=CCCCCCCCCCCCC(C)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
589,A6,B4,C1,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
590,A7,B4,C1,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(=O)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
591,A8,B4,C1,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
592,A9,B4,C1,M9,*OCC12OC1C1C3OC45CCCCCCCCCCCCCC(C)(O)C6C(O)(C)C(O*)C(O)(C2)C6C1(O4)C(C)CC3(C(=C)C)O5
593,A6,B4,C2,M1,*OCC12OC1C1C3OC45CCCCCCCCC6C(C)C(=O)C(O)(C2)C6C1(O4)C(C)C(O*)C3(C(=C)C)O5
